Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage
Energy,South America,India,2017,293.97,749.94,15.67,186.02,20.9,12.43,63.06,10062.84,24.74,80.99,10.47,-1.07
Mining,Oceania,South Africa,2002,296.55,268.67,2.99,102.05,16.25,14.14,623.05,24688.44,50.21,83.43,14.07,1.46
Manufacturing,Europe,USA,2021,119.82,607.16,22.71,30.19,22.15,11.09,230.18,9676.58,85.89,31.54,-0.33,4.63
Energy,Oceania,Canada,2000,296.35,963.94,98.67,133.72,22.99,15.61,482.81,8807.31,26.89,49.89,10.41,-3.89
Manufacturing,South America,USA,2022,260.79,658.14,32.95,46.02,24.09,10.05,107.07,10991.94,72.44,48.89,8.91,3.48
Mining,Asia,USA,2017,25.19,78.57,25.1,7.07,14.36,8.38,761.72,8680.13,65.39,54.68,12.61,3.28
Energy,Asia,USA,2020,284.22,290.61,66.8,174.39,19.32,15.06,652.04,16615.89,30.09,57.99,5.78,0.57
Construction,North America,Germany,2022,13.23,519.37,67.45,86.94,30.25,4.27,709.27,19184.84,51.9,47.28,-7.03,3.41
Construction,South America,Canada,2007,54.98,73.13,96.79,155.5,0.53,18.85,880.83,6936.71,50.67,60.1,8.42,-2.44
Manufacturing,Europe,India,2018,175.59,676.73,72.99,170.91,27.41,6.07,225.3,3310.99,50.38,83.77,1.58,2.31
Mining,South America,China,2021,24.68,654.39,11.09,114.74,1.01,0.87,1497.87,16377.48,32.23,47.19,9.51,7.18
Energy,Europe,India,2003,48.94,876.39,98.56,19.47,30.4,10.9,1190.82,5248.71,86.68,46.61,3.64,1.03
Mining,Europe,Australia,2022,286.07,500.24,75.05,64.11,18.99,6.1,552.56,14501.41,27.78,25.02,-6.18,-2.54
Energy,South America,Canada,2015,298.41,692.29,26.0,50.66,23.22,3.25,1070.98,14424.69,93.73,46.65,-3.45,0.2
Manufacturing,Africa,India,2016,239.54,182.43,26.19,120.87,40.54,15.68,548.17,7851.75,45.84,78.24,6.32,-4.24
Energy,South America,India,2022,154.81,3.37,96.0,82.23,33.65,11.85,1394.45,16757.34,90.15,89.61,7.52,-3.8
Mining,Europe,Canada,2008,270.14,172.67,19.34,82.51,46.52,11.89,1421.82,12578.87,88.12,15.56,14.39,4.02
Mining,Oceania,USA,2007,34.01,62.68,22.84,130.95,12.38,10.37,1496.34,56.03,20.78,39.8,3.52,0.61
Manufacturing,Asia,USA,2019,282.9,428.0,35.96,6.47,19.93,12.94,373.65,15553.81,57.89,84.69,8.67,9.13
Mining,Asia,Germany,2018,105.79,468.57,67.98,26.54,11.19,18.45,195.67,7961.09,45.9,90.22,8.14,3.34
Energy,North America,South Africa,2006,258.52,644.65,43.03,177.72,9.11,6.67,429.01,14591.16,76.16,0.11,-3.1,-1.42
Manufacturing,Asia,India,2011,200.68,141.2,31.2,167.25,33.39,12.75,377.42,11857.98,25.04,7.37,7.6,5.42
Energy,Africa,Brazil,2000,288.1,215.11,26.84,188.23,32.89,15.69,739.28,17844.03,43.39,41.12,-9.62,6.44
Mining,Europe,Canada,2016,259.47,798.43,12.6,42.02,24.64,4.14,55.39,3764.5,26.19,12.77,4.97,1.27
Manufacturing,South America,South Africa,2022,266.43,576.73,54.67,68.27,7.41,14.71,808.19,10019.23,45.48,66.49,14.36,3.1
Energy,South America,Australia,2005,189.71,29.85,27.41,22.46,28.4,7.69,220.67,9016.61,53.6,86.63,9.44,7.17
Mining,Africa,Canada,2021,250.03,848.48,33.22,128.11,25.51,16.84,300.73,16149.75,44.17,78.27,6.38,4.61
Mining,Asia,Germany,2004,227.26,629.99,0.88,156.31,28.48,5.97,51.05,8897.27,73.81,19.96,1.29,5.22
Construction,Europe,Canada,2019,48.91,187.05,53.17,123.61,22.49,13.89,1092.59,2201.36,69.21,93.39,7.39,3.44
Mining,Asia,Australia,2006,194.75,252.44,69.67,119.34,4.19,10.26,204.53,7546.08,55.79,6.89,0.81,5.57
Energy,North America,USA,2021,44.88,553.77,92.76,160.51,20.61,15.02,881.55,22937.88,33.18,35.33,8.27,1.19
Manufacturing,Asia,Australia,2021,260.9,561.02,19.79,17.75,15.84,16.27,1324.33,21741.8,43.79,9.8,7.89,-1.79
Construction,North America,India,2011,20.25,805.29,91.94,148.46,13.55,2.52,423.63,1398.39,20.18,55.06,-0.86,2.09
Mining,South America,USA,2004,296.12,358.9,36.18,178.52,33.17,5.33,64.7,18463.51,65.32,10.62,-7.97,6.44
Mining,Europe,Canada,2001,120.49,549.53,80.26,129.23,33.57,5.22,711.95,10655.58,50.27,77.23,4.34,-2.42
Mining,Oceania,South Africa,2003,51.6,582.75,89.69,136.83,48.68,1.0,584.17,14617.97,65.38,74.18,13.58,-4.77
Energy,North America,China,2016,280.73,558.9,96.14,128.67,31.77,19.17,692.61,11762.2,58.99,93.49,-4.02,-0.65
Construction,Asia,USA,2007,14.11,73.37,32.61,164.78,14.95,11.2,68.19,18521.91,54.07,13.65,-6.84,-2.0
Energy,Asia,USA,2019,141.3,411.55,26.12,79.42,26.73,4.49,560.49,8188.73,78.69,61.55,-3.43,3.82
Construction,South America,Germany,2004,231.18,339.21,44.01,171.64,31.77,11.35,82.87,17658.33,64.26,51.0,3.71,-3.21
Manufacturing,Africa,China,2016,95.37,992.78,55.51,54.09,20.58,16.6,1385.41,14794.46,81.21,30.17,8.05,-3.67
Energy,Oceania,South Africa,2019,158.89,465.96,69.1,23.12,31.94,3.28,730.4,21995.84,73.85,93.44,13.51,-4.15
Energy,Africa,Canada,2003,210.27,435.51,69.22,12.41,40.95,13.0,1423.81,11732.95,32.82,91.68,-8.54,4.34
Manufacturing,Asia,Brazil,2020,285.62,483.95,11.75,19.76,31.58,3.07,167.81,11822.25,28.43,83.42,-8.25,-1.31
Construction,Africa,Brazil,2017,31.26,919.32,61.22,91.31,8.6,17.02,556.06,2744.68,59.54,86.1,-5.24,-4.81
Mining,Oceania,Canada,2017,47.59,611.65,16.87,119.08,16.25,4.87,711.25,1333.16,95.6,39.89,3.87,0.58
Manufacturing,Oceania,Brazil,2017,152.91,389.45,71.17,127.16,48.17,12.14,1484.95,11188.64,25.79,14.36,-4.62,-2.64
Mining,Europe,India,2015,125.83,912.62,97.66,112.95,18.15,0.45,194.83,13388.06,25.25,79.09,8.4,1.06
Mining,Africa,Brazil,2010,123.53,929.88,77.11,41.46,41.53,0.12,1108.39,3515.87,63.76,34.25,11.22,-1.06
Manufacturing,Europe,India,2007,89.44,264.68,69.5,173.15,7.1,13.66,1423.93,22055.85,99.16,6.42,-0.43,6.79
Construction,Asia,South Africa,2011,168.43,393.7,7.84,42.26,49.26,1.22,794.18,3640.78,58.36,78.25,3.86,6.42
Mining,Asia,South Africa,2017,265.04,966.48,18.54,165.16,10.65,4.32,1416.18,15529.96,79.32,12.64,-6.36,6.88
Manufacturing,Asia,USA,2021,48.7,541.28,35.59,142.86,48.07,18.79,349.12,16636.88,58.52,83.57,14.3,5.0
Energy,South America,Canada,2017,64.98,432.03,93.35,71.11,2.58,12.95,432.07,9403.36,57.25,19.24,-9.54,6.75
Energy,Africa,Brazil,2007,201.41,195.81,33.16,84.47,28.88,5.31,58.22,2157.93,37.97,34.98,-7.57,4.2
Energy,North America,Germany,2015,17.33,384.75,81.4,162.76,9.02,13.46,913.55,10356.92,69.69,62.98,-9.3,6.94
Manufacturing,Oceania,South Africa,2016,202.29,631.42,10.46,197.05,32.31,19.87,859.7,1701.05,98.53,19.44,10.99,-3.12
Energy,North America,China,2001,94.68,39.18,66.23,48.72,44.97,8.78,982.42,473.89,59.97,40.92,-0.68,4.98
Mining,Asia,China,2020,107.68,83.76,77.93,137.77,14.98,10.25,1313.1,16313.98,71.89,9.88,14.87,2.99
Energy,Africa,Canada,2021,121.96,5.87,54.34,14.96,20.18,10.73,868.51,12337.4,91.62,13.15,-5.79,-3.31
Energy,Europe,Canada,2014,105.2,219.32,76.71,16.26,2.42,3.3,255.12,1604.3,55.35,78.51,-9.25,7.09
Mining,North America,South Africa,2021,252.44,183.4,72.39,90.25,28.83,10.72,44.87,15022.75,58.87,70.2,-5.85,0.36
Energy,Asia,USA,2006,283.85,850.88,47.75,3.77,30.21,12.64,87.13,4772.01,43.46,56.15,13.49,4.04
Mining,North America,Canada,2000,164.63,185.65,86.57,182.1,30.94,9.85,942.49,15013.86,44.5,81.16,9.08,-0.28
Energy,North America,Australia,2001,174.77,661.35,34.23,77.33,45.7,9.27,1055.14,19921.59,41.78,90.31,8.65,0.75
Mining,Oceania,China,2003,21.61,118.8,42.6,76.31,4.72,4.48,449.44,17553.63,61.55,66.94,7.04,1.23
Energy,North America,Canada,2015,214.1,593.76,54.03,65.23,23.61,11.66,1170.89,11933.36,90.39,93.05,-7.62,-1.76
Mining,Asia,China,2011,175.44,435.9,13.16,59.84,14.9,11.01,492.51,614.42,59.7,10.04,-4.69,3.89
Manufacturing,Oceania,Australia,2016,15.59,408.96,51.58,18.75,12.25,18.6,982.58,16346.13,87.15,32.85,14.65,0.52
Mining,Asia,USA,2003,59.93,856.63,32.48,121.53,16.87,7.4,1360.61,24131.11,91.82,61.89,0.22,0.02
Energy,South America,Australia,2015,60.98,168.14,25.74,50.75,46.94,14.05,294.42,2899.76,93.7,26.29,8.34,-2.52
Energy,South America,USA,2006,51.7,595.42,57.73,69.47,12.67,15.69,1255.4,2669.3,55.86,64.46,13.89,-3.97
Construction,South America,USA,2022,197.76,821.95,33.03,67.29,4.33,15.86,14.11,18141.92,73.19,92.33,6.29,3.57
Mining,North America,Germany,2007,278.57,714.04,85.57,67.99,20.61,11.35,1174.3,18403.58,34.33,25.77,-1.03,0.68
Manufacturing,Africa,USA,2008,229.01,983.35,41.06,175.89,13.42,12.53,374.88,19358.71,70.99,63.96,7.12,9.99
Mining,Asia,USA,2013,143.47,2.6,41.36,94.25,14.61,16.05,13.65,24222.79,22.44,84.47,-4.51,1.45
Mining,South America,USA,2022,121.51,884.42,98.2,102.04,22.7,0.68,18.12,2370.22,72.73,53.29,12.25,2.65
Manufacturing,Africa,South Africa,2008,116.24,613.64,34.22,156.83,40.78,4.38,674.76,8591.86,46.99,95.63,-3.42,3.79
Mining,South America,Canada,2014,180.57,2.98,13.24,61.64,41.78,10.55,166.72,7793.78,67.11,24.42,-4.71,5.52
Manufacturing,South America,Canada,2020,108.09,465.76,87.67,152.13,24.22,14.63,752.4,5778.96,27.38,34.85,14.54,3.7
Manufacturing,Africa,Brazil,2003,68.22,767.55,91.71,36.18,41.92,3.69,1221.28,16846.64,56.75,3.13,12.75,4.37
Mining,South America,South Africa,2002,181.05,182.96,22.72,141.7,8.38,17.39,939.32,8447.39,72.14,17.92,6.5,-4.38
Mining,North America,Brazil,2021,117.52,678.64,88.22,28.85,13.41,10.32,1168.85,3459.72,29.68,16.41,11.91,2.27
Energy,North America,Germany,2009,4.73,140.1,49.51,137.81,8.08,7.63,791.82,16568.47,46.58,73.02,8.55,5.53
Energy,Oceania,Germany,2003,7.16,803.55,4.44,93.82,46.06,3.12,988.0,4299.49,22.26,58.83,1.86,8.38
Construction,North America,Canada,2017,82.6,568.68,54.93,13.14,37.86,11.24,933.69,21835.88,26.47,92.58,8.97,2.83
Construction,Europe,Canada,2010,153.97,34.37,84.89,120.23,38.43,15.79,254.62,19712.9,36.05,3.31,3.39,2.66
Mining,Oceania,China,2018,106.59,91.33,39.73,138.31,34.36,6.33,590.84,18105.67,93.58,65.47,6.61,-3.16
Manufacturing,South America,Australia,2018,7.7,863.93,55.14,40.5,0.76,9.98,1043.03,8517.75,96.28,7.19,9.04,8.21
Construction,Europe,Australia,2017,67.33,33.48,14.15,187.06,10.65,3.62,1054.67,17272.17,39.15,44.92,12.43,8.94
Mining,Asia,South Africa,2012,29.38,298.89,84.24,45.56,43.65,5.27,296.77,15910.63,76.44,55.44,-2.35,-3.61
Construction,Africa,Brazil,2003,284.62,567.13,10.78,62.34,24.13,13.86,841.14,7372.6,78.55,57.46,1.96,-4.81
Manufacturing,Asia,Germany,2002,94.19,213.83,9.53,147.22,37.16,19.33,142.46,2001.07,70.26,24.6,3.01,6.56
Mining,Europe,Germany,2015,4.92,224.62,93.36,40.15,10.94,12.29,1137.73,19666.52,67.81,57.95,8.37,2.33
Manufacturing,North America,Canada,2013,198.34,776.15,87.36,184.27,3.37,12.67,1086.51,592.28,59.22,64.63,0.57,2.99
Mining,South America,South Africa,2009,70.12,291.35,57.53,128.23,41.4,17.63,1156.24,5326.87,35.88,95.55,0.0,8.23
Construction,Oceania,China,2005,170.24,39.06,10.7,149.79,11.75,3.71,189.02,7529.64,31.09,77.44,-9.08,4.55
Energy,South America,Canada,2007,45.65,721.26,54.64,23.88,11.09,16.29,475.6,3122.7,49.53,60.59,-6.33,-1.41
Construction,North America,Canada,2015,295.21,954.39,92.06,164.36,20.06,17.19,469.25,4070.91,38.62,5.95,14.39,6.23
Construction,South America,USA,2009,291.09,832.02,61.27,113.81,27.36,13.9,253.02,1178.49,84.23,90.81,-2.22,1.39
Energy,Africa,India,2021,196.97,548.79,19.9,153.93,31.4,0.8,62.57,24132.3,67.88,16.16,6.12,2.01
Energy,Africa,China,2020,212.31,425.17,90.59,14.42,46.26,18.53,1023.88,15891.35,76.93,19.88,8.65,8.21
Mining,Africa,Australia,2006,128.05,925.2,86.56,121.73,37.85,11.9,891.88,18947.75,59.73,70.44,13.33,-2.18
Mining,Asia,Canada,2018,288.67,766.34,54.7,137.95,26.38,4.51,577.35,9033.28,29.1,68.11,0.9,3.49
Manufacturing,North America,Australia,2017,127.41,570.87,85.24,99.0,7.29,9.79,544.63,18432.91,80.96,80.09,14.46,-3.18
Manufacturing,Africa,India,2012,72.22,879.88,5.73,167.08,6.91,11.41,442.63,14563.63,68.78,54.1,0.89,8.2
Construction,Europe,China,2007,35.06,601.91,46.17,187.93,6.62,1.69,172.88,19269.02,68.92,54.13,-8.14,8.19
Energy,Africa,China,2013,62.83,973.52,17.89,44.66,49.34,11.9,452.13,18979.45,42.46,31.81,-2.3,9.59
Manufacturing,Oceania,USA,2008,171.88,858.36,83.77,12.23,40.62,12.44,862.21,16420.92,65.88,81.08,14.96,-3.44
Construction,Asia,Germany,2011,73.9,550.67,97.12,154.63,4.4,15.93,25.53,17525.17,92.27,56.74,-8.81,9.34
Energy,Europe,Brazil,2005,196.45,922.87,93.08,96.19,15.27,18.46,231.83,10825.78,50.6,70.09,2.39,6.51
Mining,North America,China,2019,114.96,342.77,50.38,11.7,16.13,9.3,701.28,13741.75,66.66,31.14,10.94,9.31
Construction,North America,USA,2021,266.12,701.08,51.15,17.92,15.84,5.66,287.93,4872.55,30.07,38.27,13.63,2.52
Mining,Oceania,Australia,2022,167.76,171.69,90.83,45.63,0.35,13.62,274.58,8437.92,50.27,6.25,-4.22,5.59
Manufacturing,Africa,India,2011,186.97,895.42,72.2,1.01,21.66,3.07,526.99,14588.41,95.68,6.76,3.44,2.53
Manufacturing,Europe,South Africa,2018,167.19,248.43,7.55,94.07,42.87,2.06,563.52,7459.5,41.61,10.27,-3.69,-4.53
Energy,Oceania,Australia,2011,265.73,949.06,12.92,74.12,5.52,15.67,382.61,11693.82,84.51,26.53,13.29,-1.82
Construction,Europe,Canada,2021,19.49,17.48,95.18,9.24,3.28,17.26,199.62,16924.94,92.67,36.31,7.21,2.09
Mining,Africa,South Africa,2021,20.67,682.0,36.65,48.28,32.44,16.29,780.19,24445.41,99.41,28.44,14.72,6.51
Energy,Africa,Germany,2006,210.67,150.48,18.82,148.03,38.67,17.8,849.5,14016.46,54.13,85.72,14.31,-3.66
Manufacturing,South America,South Africa,2014,230.51,770.93,73.58,161.5,12.24,5.61,508.08,15550.13,38.48,25.58,6.88,2.68
Manufacturing,South America,China,2015,130.36,492.16,87.98,0.91,45.37,12.59,1297.54,1842.2,62.16,26.06,-3.08,4.54
Construction,Africa,India,2003,106.02,909.7,20.73,21.37,34.13,12.27,1285.43,10992.61,65.08,94.28,-5.83,3.33
Mining,Asia,China,2005,83.74,715.21,25.22,199.65,23.89,0.98,1467.04,17069.76,85.96,31.42,12.57,1.87
Construction,Oceania,South Africa,2015,70.7,768.38,90.0,129.79,39.99,0.61,800.65,5179.82,31.1,9.65,7.63,2.84
Mining,South America,Brazil,2014,273.63,120.92,1.42,137.01,16.26,17.53,1001.39,4548.35,53.91,19.96,4.24,9.74
Mining,Africa,Australia,2001,88.89,97.01,90.8,75.93,13.56,0.45,1465.78,24174.03,97.2,41.74,-0.17,8.48
Construction,Europe,Canada,2002,194.6,850.63,4.02,100.93,13.17,14.63,1310.2,861.6,98.53,56.54,-9.22,-3.12
Energy,Oceania,South Africa,2014,236.23,226.16,9.63,101.61,9.27,8.65,1186.16,23021.95,67.48,92.78,14.4,1.09
Construction,South America,Canada,2007,7.08,867.01,86.24,69.64,43.92,0.88,1267.64,23261.16,64.36,27.4,8.22,-4.36
Construction,Asia,Brazil,2011,10.65,142.97,24.92,137.98,19.66,17.03,920.85,17772.37,30.8,79.96,8.73,0.33
Manufacturing,Oceania,South Africa,2021,100.27,308.8,22.55,114.57,43.72,7.85,1324.43,1753.56,96.44,40.08,-5.45,-1.54
Manufacturing,Oceania,Germany,2001,208.96,928.77,84.43,188.74,44.19,14.73,1312.34,12611.39,34.76,35.08,13.86,-3.05
Construction,North America,India,2014,78.61,839.8,54.27,1.46,6.65,10.07,891.35,3116.5,23.01,3.33,7.03,-2.98
Construction,Europe,Brazil,2007,0.94,54.72,35.13,177.04,2.11,17.4,521.28,860.92,61.33,3.49,-5.32,-4.26
Manufacturing,Asia,USA,2021,86.8,448.37,71.45,189.82,48.43,10.09,743.49,18704.32,72.36,22.47,3.37,8.56
Mining,Asia,Germany,2010,27.49,909.91,80.99,29.53,10.63,15.13,5.39,19366.67,72.43,64.21,-4.95,8.17
Construction,Asia,China,2016,66.21,15.25,86.29,44.47,19.17,12.04,1452.56,3187.25,85.38,17.6,3.7,2.31
Energy,Europe,South Africa,2021,100.29,107.77,12.02,10.2,6.59,15.65,498.89,14989.99,78.56,82.17,14.46,-3.48
Energy,Asia,India,2020,38.85,645.37,58.3,47.09,47.35,2.27,784.47,23585.43,36.44,93.76,-8.82,8.14
Energy,North America,India,2021,212.06,105.43,67.85,127.89,4.65,7.15,1254.31,4639.11,94.73,86.42,13.61,7.57
Construction,South America,South Africa,2000,77.15,449.11,11.74,43.44,40.38,7.41,257.14,16783.99,36.58,44.85,7.4,4.58
Mining,Europe,USA,2019,198.5,508.07,61.05,170.44,43.06,2.33,1358.28,24716.25,49.37,60.32,11.6,6.72
Mining,Asia,Australia,2022,179.91,860.32,3.29,182.92,46.19,17.93,254.9,10061.91,67.11,9.26,-7.27,1.47
Manufacturing,Africa,Australia,2014,269.46,957.41,34.22,5.64,23.08,5.4,165.65,1392.45,42.29,87.29,-5.84,-0.82
Construction,South America,Brazil,2020,26.84,512.47,17.28,101.43,28.16,15.58,1069.06,8611.1,40.78,73.14,12.95,0.93
Mining,Oceania,South Africa,2021,64.78,510.61,56.16,3.23,25.46,9.78,605.31,23452.92,70.9,70.24,10.21,3.41
Construction,Europe,Canada,2001,259.62,726.93,19.19,123.89,26.97,17.77,537.4,10133.12,99.17,54.68,6.31,2.0
Manufacturing,Africa,India,2009,246.73,192.91,78.94,69.56,12.17,14.62,680.19,14472.88,39.77,49.84,5.3,0.13
Manufacturing,Oceania,USA,2019,58.04,940.89,12.2,169.19,28.9,15.18,639.64,1542.72,69.05,43.73,-9.13,7.16
Manufacturing,Africa,Australia,2005,32.77,1.7,75.81,183.5,13.09,9.79,100.09,19009.81,65.32,25.24,13.46,2.24
Energy,Asia,USA,2002,256.94,2.29,9.98,99.74,29.26,7.85,61.55,19012.47,21.28,35.39,12.95,-3.85
Construction,Europe,Australia,2012,53.85,625.85,44.3,190.53,41.21,9.42,627.32,14635.86,23.71,83.31,2.53,3.47
Manufacturing,Asia,China,2014,261.4,341.81,69.88,173.36,0.25,9.84,140.62,2597.53,95.53,72.26,5.94,6.26
Construction,Oceania,USA,2005,288.35,398.42,16.23,19.42,43.17,1.27,348.71,14592.09,77.83,55.69,-4.98,0.25
Energy,North America,Germany,2008,66.63,221.83,75.26,71.29,22.33,2.22,1280.61,73.17,32.66,61.26,3.74,-0.14
Energy,Africa,Canada,2009,252.2,408.1,95.35,68.15,30.55,5.86,388.65,24338.56,48.26,34.22,12.14,1.81
Manufacturing,North America,India,2008,127.44,828.07,37.4,60.8,12.92,8.33,1383.54,15773.9,65.28,40.64,-6.72,2.11
Manufacturing,Oceania,Germany,2017,236.74,699.4,0.12,159.5,49.94,1.44,662.73,2924.59,77.39,80.98,4.91,1.17
Mining,Asia,Australia,2008,122.51,95.11,47.74,60.25,30.79,9.65,877.64,387.56,30.03,87.63,-7.02,0.96
Construction,South America,USA,2017,21.58,57.15,90.25,75.9,48.65,11.66,340.43,5908.86,20.52,0.33,1.68,1.25
Manufacturing,Africa,USA,2008,213.95,506.44,66.53,17.25,38.65,19.22,28.82,19853.66,71.92,46.8,-2.52,5.36
Mining,South America,Canada,2004,45.63,730.3,70.36,104.04,43.81,2.18,672.49,8488.54,65.27,7.23,-7.95,-3.8
Construction,Europe,Germany,2012,278.14,664.66,79.27,23.51,13.0,16.21,951.57,20827.17,81.0,43.63,-7.45,2.36
Manufacturing,Africa,China,2011,125.62,864.18,90.83,173.84,32.25,14.66,289.79,4626.52,32.55,17.03,1.7,1.4
Mining,North America,USA,2008,25.06,133.7,12.57,159.69,17.76,14.94,1375.56,21828.46,59.69,75.89,7.61,-1.76
Mining,South America,Germany,2018,68.93,605.95,59.06,60.52,40.9,16.92,283.0,13207.97,78.45,63.22,12.04,4.21
Construction,Oceania,Germany,2019,258.82,766.13,88.98,1.01,48.81,19.31,1125.35,20234.36,92.68,87.03,-1.3,0.23
Mining,Europe,Canada,2000,96.67,937.87,77.61,14.39,10.75,12.85,871.36,5548.65,72.69,73.32,11.15,-3.89
Construction,Africa,India,2010,256.97,101.33,24.97,43.67,36.84,17.7,88.66,18728.42,81.85,97.26,-1.67,8.74
Construction,Oceania,China,2004,52.1,240.02,87.47,99.68,37.28,2.6,681.23,23682.01,24.72,30.48,2.33,4.55
Construction,Europe,Brazil,2006,140.73,354.91,29.48,146.28,17.57,4.84,199.21,9482.67,22.33,24.96,3.26,-2.25
Energy,North America,Germany,2012,263.54,540.98,41.15,19.88,7.24,7.61,535.51,22899.0,75.5,99.49,7.52,-1.6
Mining,Oceania,Canada,2022,15.0,408.91,18.65,141.69,16.02,1.64,770.49,2533.74,55.27,93.57,-7.91,1.97
Construction,Africa,Canada,2005,91.63,861.19,88.53,109.38,8.47,4.49,513.37,10972.35,21.22,58.16,-6.03,2.5
Manufacturing,Europe,India,2012,273.0,950.55,9.39,123.97,44.19,19.6,387.7,6299.87,50.83,40.95,5.62,9.84
Energy,Asia,Brazil,2005,179.16,70.54,99.41,185.56,41.38,14.85,678.43,6398.21,64.6,35.07,10.36,7.11
Energy,Africa,Canada,2014,215.01,699.83,32.94,190.59,38.28,14.41,925.36,9409.11,89.38,25.57,4.64,-4.25
Mining,Africa,Canada,2007,252.72,114.72,71.11,147.5,37.95,10.74,1307.27,13229.61,33.18,67.1,8.03,-1.27
Construction,Africa,India,2010,157.32,898.01,12.96,138.56,20.05,4.59,866.57,7895.39,93.11,51.73,1.81,9.87
Mining,Africa,India,2009,253.69,142.53,48.84,152.57,45.36,2.53,377.57,9036.47,21.82,3.84,1.81,8.82
Energy,Asia,South Africa,2008,191.81,991.52,4.11,134.64,40.53,10.53,1401.4,11216.23,51.79,60.47,7.51,6.71
Construction,Oceania,China,2003,205.85,428.04,87.85,2.15,45.31,13.22,265.74,5961.68,72.11,15.49,9.36,5.81
Manufacturing,Oceania,USA,2013,46.28,382.25,44.7,199.34,25.01,11.3,377.84,20099.55,31.21,68.15,-4.76,3.42
Construction,Oceania,China,2003,281.74,586.49,74.3,127.42,14.26,9.26,163.57,19553.87,83.32,52.11,13.14,1.57
Energy,North America,Brazil,2014,238.93,394.66,89.46,97.79,32.46,0.6,922.41,8905.78,97.09,48.58,9.54,3.45
Manufacturing,Asia,South Africa,2020,76.63,235.08,6.95,90.61,34.14,12.0,228.64,14473.26,23.76,8.42,11.12,8.13
Construction,Asia,Canada,2009,174.21,629.33,51.19,46.92,35.35,10.46,171.1,3402.57,22.54,25.03,1.43,1.37
Manufacturing,Europe,China,2013,113.25,728.5,19.04,95.45,19.44,5.73,1182.44,20660.45,97.85,3.39,7.93,-3.27
Manufacturing,South America,Canada,2005,198.29,945.35,6.99,146.72,25.83,15.95,1069.29,18938.77,36.73,81.54,13.72,-4.12
Energy,Oceania,USA,2015,298.13,409.41,62.24,50.93,5.67,13.88,1310.01,23416.9,34.55,29.18,-2.62,2.49
Manufacturing,South America,China,2011,14.2,705.92,11.5,169.06,30.05,19.45,848.66,19637.4,41.56,60.95,10.87,8.08
Mining,Europe,China,2003,285.78,833.69,49.24,42.22,23.27,10.07,386.3,13854.87,84.36,17.13,14.83,5.2
Energy,Asia,China,2000,22.18,831.47,19.77,171.69,9.59,1.45,1104.79,9338.89,23.01,60.78,11.07,0.67
Mining,Europe,Germany,2003,138.5,34.75,19.85,116.84,24.69,18.58,713.18,8611.74,28.98,96.6,-8.07,-1.03
Manufacturing,Africa,Germany,2012,144.89,356.02,52.35,167.55,17.47,9.22,717.36,1310.25,83.98,25.67,11.04,4.14
Mining,Europe,China,2006,80.98,13.91,55.58,83.45,32.76,19.88,289.7,16185.29,71.65,6.91,-2.96,-4.35
Construction,Europe,USA,2014,170.23,559.3,0.45,64.32,40.39,10.11,1128.22,21873.81,67.19,61.07,-8.38,7.03
Manufacturing,Africa,Canada,2005,250.27,865.16,50.13,139.56,20.53,8.44,1298.06,16615.46,51.61,20.57,-3.8,1.55
Construction,South America,Australia,2013,88.54,815.01,67.01,72.66,41.7,1.62,625.33,9081.09,28.75,52.49,-6.97,5.67
Mining,Africa,USA,2017,21.59,811.34,67.88,190.56,8.78,2.57,313.82,23914.06,30.96,49.78,13.32,-2.57
Construction,North America,USA,2003,189.87,352.16,85.0,148.13,31.82,2.35,210.02,13587.06,35.45,10.1,-4.69,4.79
Manufacturing,Europe,USA,2000,225.65,46.81,89.54,85.95,21.52,12.84,186.35,12119.31,77.51,64.19,4.09,-0.55
Construction,Europe,Canada,2002,286.38,172.83,62.32,34.78,18.87,10.68,492.0,3478.26,24.59,96.03,11.63,0.62
Mining,South America,South Africa,2012,48.28,670.86,48.24,111.35,11.49,19.72,1188.52,3555.96,36.62,60.18,-0.56,4.18
Mining,Asia,South Africa,2017,270.46,134.28,20.49,119.18,12.19,8.74,1374.96,9474.55,57.78,32.8,7.22,7.58
Mining,Africa,India,2003,144.9,125.77,12.76,193.74,22.97,3.26,1202.67,15181.94,70.54,96.53,1.42,0.69
Manufacturing,Asia,China,2003,71.11,354.0,60.95,148.78,41.94,5.73,569.28,4656.26,32.48,71.4,-0.91,0.88
Mining,North America,Australia,2010,288.84,94.99,94.66,50.81,27.62,16.05,952.19,23414.11,35.74,23.19,6.01,1.56
Manufacturing,Africa,Australia,2013,71.91,330.12,27.89,52.45,28.66,16.5,204.06,5831.09,36.57,65.76,-9.14,5.59
Construction,North America,China,2006,220.17,969.71,10.04,116.06,35.65,2.45,1134.2,23952.78,92.6,8.38,0.78,7.99
Mining,North America,India,2002,235.57,20.44,42.44,23.95,14.63,19.71,1001.32,9960.62,75.58,53.99,-7.92,9.27
